name,codepoint_hex,codepoint_dec
home_repair_service,0xf100,61696
home_speaker,0xf11c,61724
home_storage,0xf86c,63596
home_work,0xf030,61488
horizontal_distribute,0xe014,57364
horizontal_rule,0xf108,61704
horizontal_split,0xe947,59719
host,0xf3d9,62425
hot_tub,0xeb46,60230
hotel,0xe549,58697
hotel_class,0xe743,59203
hourglass,0xebff,60415
hourglass_arrow_down,0xf37e,62334
hourglass_arrow_up,0xf37d,62333
hourglass_bottom,0xea5c,59996
hourglass_disabled,0xef53,61267
hourglass_empty,0xe88b,59531
hourglass_full,0xe88c,59532
hourglass_pause,0xf38c,62348
hourglass_top,0xea5b,59995
house,0xea44,59972
house_siding,0xf202,61954
house_with_shield,0xe786,59270
houseboat,0xe584,58756
household_supplies,0xefa1,61345
hov,0xf475,62581
how_to_reg,0xe174,57716
how_to_vote,0xe175,57717
hr_resting,0xf6ba,63162
html,0xeb7e,60286
http,0xe902,59650
https,0xe899,59545
hub,0xe9f4,59892
humerus,0xf895,63637
humerus_alt,0xf896,63638
humidity_high,0xf163,61795
humidity_indoor,0xf558,62808
humidity_low,0xf164,61796
humidity_mid,0xf165,61797
humidity_percentage,0xf87e,63614
hvac,0xf10e,61710
hvac_max_defrost,0xf332,62258
ice_skating,0xe50b,58635
icecream,0xea69,60009
id_card,0xf4ca,62666
identity_aware_proxy,0xe2dd,58077
identity_platform,0xebb7,60343
ifl,0xe025,57381
iframe,0xf71b,63259
iframe_off,0xf71c,63260
image,0xe3f4,58356
image_arrow_up,0xf317,62231
image_aspect_ratio,0xe3f5,58357
image_inset,0xf247,62023
image_not_supported,0xf116,61718
image_search,0xe43f,58431
imagesearch_roller,0xe9b4,59828
imagesmode,0xefa2,61346
immunology,0xe0fb,57595
import_contacts,0xe0e0,57568
import_export,0xe8d5,59605
important_devices,0xe912,59666
in_home_mode,0xe833,59443
inactive_order,0xe0fc,57596
inbox,0xe156,57686
inbox_customize,0xf859,63577
inbox_text,0xf399,62361
inbox_text_asterisk,0xf360,62304
inbox_text_person,0xf35e,62302
inbox_text_share,0xf35c,62300
incomplete_circle,0xe79b,59291
indeterminate_check_box,0xe909,59657
indeterminate_question_box,0xf56d,62829
info,0xe88e,59534
info_i,0xf59b,62875
infrared,0xf87c,63612
ink_eraser,0xe6d0,59088
ink_eraser_off,0xe7e3,59363
ink_highlighter,0xe6d1,59089
ink_highlighter_move,0xf524,62756
ink_marker,0xe6d2,59090
ink_pen,0xe6d3,59091
ink_selection,0xef52,61266
inpatient,0xe0fe,57598
input,0xe890,59536
input_circle,0xf71a,63258
insert_chart,0xf0cc,61644
insert_chart_filled,0xf0cc,61644
insert_chart_outlined,0xf0cc,61644
insert_comment,0xe24c,57932
insert_drive_file,0xe66d,58989
insert_emoticon,0xea22,59938
insert_invitation,0xe878,59512
insert_link,0xe250,57936
insert_page_break,0xeaca,60106
insert_photo,0xe3f4,58356
insert_text,0xf827,63527
insights,0xf092,61586
install_desktop,0xeb71,60273
install_mobile,0xf2cd,62157
instant_mix,0xe026,57382
integration_instructions,0xef54,61268
interactive_space,0xf7ff,63487
interests,0xe7c8,59336
interpreter_mode,0xe83b,59451
inventory,0xe179,57721
inventory_2,0xe1a1,57761
invert_colors,0xe891,59537
invert_colors_off,0xe0c4,57540
ios,0xe027,57383
ios_share,0xe6b8,59064
iron,0xe583,58755
iso,0xe3f6,58358
jamboard_kiosk,0xe9b5,59829
japanese_curry,0xf284,62084
japanese_flag,0xf283,62083
javascript,0xeb7c,60284
join,0xf84f,63567
join_full,0xf84f,63567
join_inner,0xeaf4,60148
join_left,0xeaf2,60146
join_right,0xeaea,60138
joystick,0xf5ee,62958
jump_to_element,0xf719,63257
kanji_alcohol,0xf23e,62014
kayaking,0xe50c,58636
kebab_dining,0xe842,59458
keep,0xf026,61478
keep_off,0xe6f9,59129
keep_pin,0xf026,61478
keep_public,0xf56f,62831
kettle,0xe2b9,58041
key,0xe73c,59196
key_off,0xeb84,60292
key_vertical,0xf51a,62746
key_visualizer,0xf199,61849
keyboard,0xe312,58130
keyboard_alt,0xf028,61480
keyboard_arrow_down,0xe313,58131
keyboard_arrow_left,0xe314,58132
keyboard_arrow_right,0xe315,58133
keyboard_arrow_up,0xe316,58134
keyboard_backspace,0xe317,58135
keyboard_capslock,0xe318,58136
keyboard_capslock_badge,0xf7de,63454
keyboard_command_key,0xeae7,60135
keyboard_control_key,0xeae6,60134
keyboard_double_arrow_down,0xead0,60112
keyboard_double_arrow_left,0xeac3,60099
keyboard_double_arrow_right,0xeac9,60105
keyboard_double_arrow_up,0xeacf,60111
keyboard_external_input,0xf7dd,63453
keyboard_full,0xf7dc,63452
keyboard_hide,0xe31a,58138
keyboard_keys,0xf67b,63099
keyboard_lock,0xf492,62610
keyboard_lock_off,0xf491,62609
keyboard_off,0xf67a,63098
keyboard_onscreen,0xf7db,63451
keyboard_option_key,0xeae8,60136
keyboard_previous_language,0xf7da,63450
keyboard_return,0xe31b,58139
keyboard_tab,0xe31c,58140
keyboard_tab_rtl,0xec73,60531
keyboard_voice,0xe31d,58141
kid_star,0xf526,62758
king_bed,0xea45,59973
kitchen,0xeb47,60231
kitesurfing,0xe50d,58637
lab_panel,0xe103,57603
lab_profile,0xe104,57604
lab_research,0xf80b,63499
label,0xe893,59539
label_important,0xe948,59720
label_important_outline,0xe948,59720
label_off,0xe9b6,59830
label_outline,0xe893,59539
labs,0xe105,57605
lan,0xeb2f,60207
landscape,0xe564,58724
landscape_2,0xf4c4,62660
landscape_2_edit,0xf310,62224
landscape_2_off,0xf4c3,62659
landslide,0xebd7,60375
language,0xe894,59540
language_chinese_array,0xf766,63334
language_chinese_cangjie,0xf765,63333
language_chinese_dayi,0xf764,63332
language_chinese_pinyin,0xf763,63331
language_chinese_quick,0xf762,63330
language_chinese_wubi,0xf761,63329
language_french,0xf760,63328
language_gb_english,0xf75f,63327
language_international,0xf75e,63326
language_japanese_kana,0xf513,62739
language_korean_latin,0xf75d,63325
language_pinyin,0xf75c,63324
language_spanish,0xf5e9,62953
language_us,0xf759,63321
language_us_colemak,0xf75b,63323
language_us_dvorak,0xf75a,63322
laps,0xf6b9,63161
laptop,0xe31e,58142
laptop_car,0xf3cd,62413
laptop_chromebook,0xe31f,58143
laptop_mac,0xe320,58144
laptop_windows,0xe321,58145
lasso_select,0xeb03,60163
last_page,0xe5dd,58845
launch,0xe89e,59550
laundry,0xe2a8,58024
layers,0xe53b,58683
layers_clear,0xe53c,58684
lda,0xe106,57606
leaderboard,0xf20c,61964
leak_add,0xe3f8,58360
leak_remove,0xe3f9,58361
left_click,0xf718,63256
left_panel_close,0xf717,63255
left_panel_open,0xf716,63254
legend_toggle,0xf11b,61723
lens,0xe3fa,58362
lens_blur,0xf029,61481
letter_switch,0xf758,63320
library_add,0xe03c,57404
library_add_check,0xe9b7,59831
library_books,0xe02f,57391
library_music,0xe030,57392
license,0xeb04,60164
lift_to_talk,0xefa3,61347
light,0xf02a,61482
light_group,0xe28b,57995
light_mode,0xe518,58648
light_off,0xe9b8,59832
lightbulb,0xe90f,59663
lightbulb_2,0xf3e3,62435
lightbulb_circle,0xebfe,60414
lightbulb_outline,0xe90f,59663
lightning_stand,0xefa4,61348
line_axis,0xea9a,60058
line_curve,0xf757,63319
line_end,0xf826,63526
line_end_arrow,0xf81d,63517
line_end_arrow_notch,0xf81c,63516
line_end_circle,0xf81b,63515
line_end_diamond,0xf81a,63514
line_end_square,0xf819,63513
line_start,0xf825,63525
line_start_arrow,0xf818,63512
line_start_arrow_notch,0xf817,63511
line_start_circle,0xf816,63510
line_start_diamond,0xf815,63509
line_start_square,0xf814,63508
line_style,0xe919,59673
line_weight,0xe91a,59674
linear_scale,0xe260,57952
link,0xe250,57936
link_off,0xe16f,57711
linked_camera,0xe438,58424
linked_services,0xf535,62773
liquor,0xea60,60000
list,0xe896,59542
list_alt,0xe0ee,57582
list_alt_add,0xf756,63318
list_alt_check,0xf3de,62430
lists,0xe9b9,59833
live_help,0xe0c6,57542
live_tv,0xe63a,58938
living,0xf02b,61483
local_activity,0xe553,58707
local_airport,0xe53d,58685
local_atm,0xe53e,58686
local_bar,0xe540,58688
local_cafe,0xeb44,60228
local_car_wash,0xe542,58690
local_convenience_store,0xe543,58691
local_dining,0xe561,58721
local_drink,0xe544,58692
local_fire_department,0xef55,61269
local_florist,0xe545,58693
local_gas_station,0xe546,58694
local_grocery_store,0xe8cc,59596
local_hospital,0xe548,58696
local_hotel,0xe549,58697
local_laundry_service,0xe54a,58698
local_library,0xe54b,58699
local_mall,0xe54c,58700
local_movies,0xe8da,59610
local_offer,0xf05b,61531
local_parking,0xe54f,58703
local_pharmacy,0xe550,58704
local_phone,0xf0d4,61652
local_pizza,0xe552,58706
local_play,0xe553,58707
local_police,0xef56,61270
local_post_office,0xe554,58708
local_printshop,0xe8ad,59565
local_see,0xe557,58711
local_shipping,0xe558,58712
local_taxi,0xe559,58713
location_automation,0xf14f,61775
location_away,0xf150,61776
location_chip,0xf850,63568
location_city,0xe7f1,59377
location_disabled,0xe1b6,57782
location_home,0xf152,61778
location_off,0xe0c7,57543
location_on,0xf1db,61915
location_pin,0xf1db,61915
location_searching,0xe1b7,57783
locator_tag,0xf8c1,63681
lock,0xe899,59545
lock_clock,0xef57,61271
lock_open,0xe898,59544
lock_open_circle,0xf361,62305
lock_open_right,0xf656,63062
lock_outline,0xe899,59545
lock_person,0xf8f3,63731
lock_reset,0xeade,60126
login,0xea77,60023
logo_dev,0xead6,60118
logout,0xe9ba,59834
looks,0xe3fc,58364
looks_3,0xe3fb,58363
looks_4,0xe3fd,58365
looks_5,0xe3fe,58366
looks_6,0xe3ff,58367
looks_one,0xe400,58368
looks_two,0xe401,58369
loop,0xe863,59491
loupe,0xe402,58370
low_density,0xf79b,63387
low_priority,0xe16d,57709
lowercase,0xf48a,62602
loyalty,0xe89a,59546
lte_mobiledata,0xf02c,61484
lte_mobiledata_badge,0xf7d9,63449
lte_plus_mobiledata,0xf02d,61485
lte_plus_mobiledata_badge,0xf7d8,63448
luggage,0xf235,62005
lunch_dining,0xea61,60001
lyrics,0xec0b,60427
macro_auto,0xf6f2,63218
macro_off,0xf8d2,63698
magic_button,0xf136,61750
magic_exchange,0xf7f4,63476
magic_tether,0xf7d7,63447
magnification_large,0xf83d,63549
magnification_small,0xf83c,63548
magnify_docked,0xf7d6,63446
magnify_fullscreen,0xf7d5,63445
mail,0xe159,57689
mail_asterisk,0xeef4,61172
mail_lock,0xec0a,60426
mail_off,0xf48b,62603
mail_outline,0xe159,57689
mail_shield,0xf249,62025
male,0xe58e,58766
man,0xe4eb,58603
man_2,0xf8e1,63713
man_3,0xf8e2,63714
man_4,0xf8e3,63715
manage_accounts,0xf02e,61486
manage_history,0xebe7,60391
manage_search,0xf02f,61487
manga,0xf5e3,62947
manufacturing,0xe726,59174
map,0xe55b,58715
map_pin_heart,0xf298,62104
map_pin_review,0xf297,62103
map_search,0xf3ca,62410
maps_home_work,0xf030,61488
maps_ugc,0xef58,61272
margin,0xe9bb,59835
mark_as_unread,0xe9bc,59836
mark_chat_read,0xf18b,61835
mark_chat_unread,0xf189,61833
mark_email_read,0xf18c,61836
mark_email_unread,0xf18a,61834
mark_unread_chat_alt,0xeb9d,60317
markdown,0xf552,62802
markdown_copy,0xf553,62803
markdown_paste,0xf554,62804
markunread,0xe159,57689
markunread_mailbox,0xe89b,59547
masked_transitions,0xe72e,59182
masked_transitions_add,0xf42b,62507
masks,0xf218,61976
massage,0xf2c2,62146
match_case,0xf6f1,63217
match_case_off,0xf36f,62319
match_word,0xf6f0,63216
matter,0xe907,59655
maximize,0xe930,59696
meal_dinner,0xf23d,62013
meal_lunch,0xf23c,62012
measuring_tape,0xf6af,63151
media_bluetooth_off,0xf031,61489
media_bluetooth_on,0xf032,61490
media_link,0xf83f,63551
media_output,0xf4f2,62706
media_output_off,0xf4f3,62707
mediation,0xefa7,61351
medical_information,0xebed,60397
medical_mask,0xf80a,63498
medical_services,0xf109,61705
medication,0xf033,61491
medication_liquid,0xea87,60039
meeting_room,0xeb4f,60239
memory,0xe322,58146
memory_alt,0xf7a3,63395
menstrual_health,0xf6e1,63201
menu,0xe5d2,58834
menu_book,0xea19,59929
menu_book_2,0xf291,62097
menu_open,0xe9bd,59837
merge,0xeb98,60312
merge_type,0xe252,57938
message,0xe0c9,57545
metabolism,0xe10b,57611
metro,0xf474,62580
mfg_nest_yale_lock,0xf11d,61725
mic,0xe31d,58141
mic_alert,0xf392,62354
mic_double,0xf5d1,62929
mic_external_off,0xef59,61273
mic_external_on,0xef5a,61274
mic_none,0xe31d,58141
mic_off,0xe02b,57387
microbiology,0xe10c,57612
microwave,0xf204,61956
microwave_gen,0xe847,59463
military_tech,0xea3f,59967
mimo,0xe9be,59838
mimo_disconnect,0xe9bf,59839
mindfulness,0xf6e0,63200
minimize,0xe931,59697
minor_crash,0xebf1,60401
mintmark,0xefa9,61353
missed_video_call,0xf0ce,61646
missed_video_call_filled,0xf0ce,61646
missing_controller,0xe701,59137
mist,0xe188,57736
mitre,0xf547,62791
mixture_med,0xe4c8,58568
mms,0xe618,58904
mobile,0xe7ba,59322
mobile_2,0xf2db,62171
mobile_3,0xf2da,62170
mobile_alert,0xf2d3,62163
mobile_arrow_down,0xf2cd,62157
mobile_arrow_right,0xf2d2,62162
mobile_arrow_up_right,0xf2b9,62137
mobile_block,0xf2e5,62181
mobile_camera,0xf44e,62542
mobile_camera_front,0xf2c9,62153
mobile_camera_rear,0xf2c8,62152
mobile_cancel,0xf2ea,62186
mobile_cast,0xf2cc,62156
mobile_charge,0xf2e3,62179
mobile_chat,0xf79f,63391
mobile_check,0xf073,61555
mobile_code,0xf2e2,62178
mobile_dots,0xf2d0,62160
mobile_friendly,0xf073,61555
mobile_gear,0xf2d9,62169
mobile_hand,0xf323,62243
mobile_hand_left,0xf313,62227
mobile_hand_left_off,0xf312,62226
mobile_hand_off,0xf314,62228
mobile_info,0xf2dc,62172
mobile_landscape,0xed3e,60734
mobile_layout,0xf2bf,62143
mobile_lock_landscape,0xf2d8,62168
mobile_lock_portrait,0xf2be,62142
mobile_loupe,0xf322,62242
mobile_menu,0xf2d1,62161
mobile_off,0xe201,57857
mobile_question,0xf2e1,62177
mobile_rotate,0xf2d5,62165
mobile_rotate_lock,0xf2d6,62166
mobile_screen_share,0xf2df,62175
mobile_screensaver,0xf321,62241
mobile_sensor_hi,0xf2ef,62191
mobile_sensor_lo,0xf2ee,62190
mobile_share,0xf2df,62175
mobile_share_stack,0xf2de,62174
mobile_sound,0xf2e8,62184
mobile_sound_2,0xf318,62232
mobile_sound_off,0xf7aa,63402
mobile_speaker,0xf320,62240
mobile_text,0xf2eb,62187
mobile_text_2,0xf2e6,62182
mobile_theft,0xf2a9,62121
mobile_ticket,0xf2e4,62180
mobile_vibrate,0xf2cb,62155
mobile_wrench,0xf2b0,62128
mobiledata_off,0xf034,61492
mode,0xf097,61591
mode_comment,0xe253,57939
mode_cool,0xf166,61798
mode_cool_off,0xf167,61799
mode_dual,0xf557,62807
mode_edit,0xf097,61591
mode_edit_outline,0xf097,61591
mode_fan,0xf168,61800
mode_fan_off,0xec17,60439
mode_heat,0xf16a,61802
mode_heat_cool,0xf16b,61803
mode_heat_off,0xf16d,61805
mode_night,0xf036,61494
mode_of_travel,0xe7ce,59342
mode_off_on,0xf16f,61807
mode_standby,0xf037,61495
model_training,0xf0cf,61647
modeling,0xf3aa,62378
monetization_on,0xe263,57955
money,0xe57d,58749
money_bag,0xf3ee,62446
money_off,0xf038,61496
money_off_csred,0xf038,61496
money_range,0xf245,62021
monitor,0xef5b,61275
monitor_heart,0xeaa2,60066
monitor_weight,0xf039,61497
monitor_weight_gain,0xf6df,63199
monitor_weight_loss,0xf6de,63198
monitoring,0xf190,61840
monochrome_photos,0xe403,58371
monorail,0xf473,62579
mood,0xea22,59938
mood_bad,0xe7f3,59379
moon_stars,0xf34f,62287
mop,0xe28d,57997
moped,0xeb28,60200
moped_package,0xf28b,62091
more,0xe619,58905
more_down,0xf196,61846
more_horiz,0xe5d3,58835
more_time,0xea5d,59997
more_up,0xf197,61847
more_vert,0xe5d4,58836
mosque,0xeab2,60082
motion_blur,0xf0d0,61648
motion_mode,0xf842,63554
motion_photos_auto,0xf03a,61498
motion_photos_off,0xe9c0,59840
motion_photos_on,0xe9c1,59841
motion_photos_pause,0xf227,61991
motion_photos_paused,0xf227,61991
motion_play,0xf40b,62475
motion_sensor_active,0xe792,59282
motion_sensor_alert,0xe784,59268
motion_sensor_idle,0xe783,59267
motion_sensor_urgent,0xe78e,59278
motorcycle,0xe91b,59675
mountain_flag,0xf5e2,62946
mountain_steam,0xf282,62082
mouse,0xe323,58147
mouse_lock,0xf490,62608
mouse_lock_off,0xf48f,62607
move,0xe740,59200
move_down,0xeb61,60257
move_group,0xf715,63253
move_item,0xf1ff,61951
move_location,0xe741,59201
move_selection_down,0xf714,63252
move_selection_left,0xf713,63251
move_selection_right,0xf712,63250
move_selection_up,0xf711,63249
move_to_inbox,0xe168,57704
move_up,0xeb64,60260
moved_location,0xe594,58772
movie,0xe404,58372
movie_creation,0xe404,58372
movie_edit,0xf840,63552
movie_filter,0xe43a,58426
movie_info,0xe02d,57389
movie_off,0xf499,62617
movie_speaker,0xf2a3,62115
moving,0xe501,58625
moving_beds,0xe73d,59197
moving_ministry,0xe73e,59198
mp,0xe9c3,59843
multicooker,0xe293,58003
multiline_chart,0xe6df,59103
multimodal_hand_eye,0xf41b,62491
multiple_airports,0xefab,61355
multiple_stop,0xf1b9,61881
museum,0xea36,59958
music_cast,0xeb1a,60186
music_history,0xf2c1,62145
music_note,0xe405,58373
music_note_add,0xf391,62353
music_off,0xe440,58432
music_video,0xe063,57443
my_location,0xe55c,58716
mystery,0xf5e1,62945
nat,0xef5c,61276
nature,0xe406,58374
nature_people,0xe407,58375
navigate_before,0xe5cb,58827
navigate_next,0xe5cc,58828
navigation,0xe55d,58717
near_me,0xe569,58729
near_me_disabled,0xf1ef,61935
nearby,0xe6b7,59063
nearby_error,0xf03b,61499
nearby_off,0xf03c,61500
nephrology,0xe10d,57613
nest_audio,0xebbf,60351
nest_cam_floodlight,0xf8b7,63671
nest_cam_indoor,0xf11e,61726
nest_cam_iq,0xf11f,61727
nest_cam_iq_outdoor,0xf120,61728
nest_cam_magnet_mount,0xf8b8,63672
nest_cam_outdoor,0xf121,61729
nest_cam_stand,0xf8b9,63673
nest_cam_wall_mount,0xf8ba,63674
nest_cam_wired_stand,0xec16,60438
nest_clock_farsight_analog,0xf8bb,63675
nest_clock_farsight_digital,0xf8bc,63676
nest_connect,0xf122,61730
nest_detect,0xf123,61731
nest_display,0xf124,61732
nest_display_max,0xf125,61733
nest_doorbell_visitor,0xf8bd,63677
nest_eco_leaf,0xf8be,63678
nest_farsight_cool,0xf27d,62077
nest_farsight_dual,0xf27c,62076
nest_farsight_eco,0xf27b,62075
nest_farsight_heat,0xf27a,62074
nest_farsight_seasonal,0xf279,62073
nest_farsight_weather,0xf8bf,63679
nest_found_savings,0xf8c0,63680
nest_gale_wifi,0xf579,62841
nest_heat_link_e,0xf126,61734
nest_heat_link_gen_3,0xf127,61735
nest_hello_doorbell,0xe82c,59436
nest_locator_tag,0xf8c1,63681
nest_mini,0xe789,59273
nest_multi_room,0xf8c2,63682
nest_protect,0xe68e,59022
nest_remote,0xf5db,62939
nest_remote_comfort_sensor,0xf12a,61738
nest_secure_alarm,0xf12b,61739
nest_sunblock,0xf8c3,63683
nest_tag,0xf8c1,63681
nest_thermostat,0xe68f,59023
nest_thermostat_e_eu,0xf12d,61741
nest_thermostat_gen_3,0xf12e,61742
nest_thermostat_sensor,0xf12f,61743
nest_thermostat_sensor_eu,0xf130,61744
nest_thermostat_zirconium_eu,0xf131,61745
nest_true_radiant,0xf8c4,63684
nest_wake_on_approach,0xf8c5,63685
nest_wake_on_press,0xf8c6,63686
nest_wifi_gale,0xf132,61746
nest_wifi_mistral,0xf133,61747
nest_wifi_point,0xf134,61748
nest_wifi_point_vento,0xf134,61748
nest_wifi_pro,0xf56b,62827
nest_wifi_pro_2,0xf56a,62826
nest_wifi_router,0xf133,61747
network_cell,0xe1b9,57785
network_check,0xe640,58944
network_intel_node,0xf371,62321
network_intelligence,0xefac,61356
network_intelligence_history,0xf5f6,62966
network_intelligence_update,0xf5f5,62965
network_locked,0xe61a,58906
network_manage,0xf7ab,63403
network_node,0xf56e,62830
network_ping,0xebca,60362
network_wifi,0xe1ba,57786
network_wifi_1_bar,0xebe4,60388
network_wifi_1_bar_locked,0xf58f,62863
network_wifi_2_bar,0xebd6,60374
network_wifi_2_bar_locked,0xf58e,62862
network_wifi_3_bar,0xebe1,60385
network_wifi_3_bar_locked,0xf58d,62861
network_wifi_locked,0xf532,62770
neurology,0xe10e,57614
new_label,0xe609,58889
new_releases,0xef76,61302
new_window,0xf710,63248
news,0xe032,57394
newsmode,0xefad,61357
newspaper,0xeb81,60289
newsstand,0xe9c4,59844
next_plan,0xef5d,61277
next_week,0xe16a,57706
nfc,0xe1bb,57787
nfc_off,0xf369,62313
night_shelter,0xf1f1,61937
night_sight_auto,0xf1d7,61911
night_sight_auto_off,0xf1f9,61945
night_sight_max,0xf6c3,63171
nightlife,0xea62,60002
nightlight,0xf03d,61501
nightlight_round,0xf03d,61501
nights_stay,0xf174,61812
nine_k,0xe977,59767
nine_k_plus,0xe978,59768
nine_mp,0xe979,59769
nineteen_mp,0xe95b,59739
no_accounts,0xf03e,61502
no_adult_content,0xf8fe,63742
no_backpack,0xf237,62007
no_crash,0xebf0,60400
no_drinks,0xf1a5,61861
no_encryption,0xf03f,61503
no_encryption_gmailerrorred,0xf03f,61503
no_flash,0xf1a6,61862
no_food,0xf1a7,61863
no_luggage,0xf23b,62011
no_meals,0xf1d6,61910
no_meeting_room,0xeb4e,60238
no_photography,0xf1a8,61864
no_sim,0xe1ce,57806
no_sound,0xe710,59152
no_stroller,0xf1af,61871
no_transfer,0xf1d5,61909
noise_aware,0xebec,60396
noise_control_off,0xebf3,60403
noise_control_on,0xf8a8,63656
nordic_walking,0xe50e,58638
north,0xf1e0,61920
north_east,0xf1e1,61921
north_west,0xf1e2,61922
not_accessible,0xf0fe,61694
not_accessible_forward,0xf54a,62794
not_interested,0xf08c,61580
not_listed_location,0xe575,58741
not_started,0xf0d1,61649
note,0xe66d,58989
note_add,0xe89c,59548
note_alt,0xf040,61504
note_stack,0xf562,62818
note_stack_add,0xf563,62819
notes,0xe26c,57964
notification_add,0xe399,58265
notification_important,0xe004,57348
notification_multiple,0xe6c2,59074
notification_settings,0xf367,62311
notification_sound,0xf353,62291
notifications,0xe7f5,59381
notifications_active,0xe7f7,59383
notifications_none,0xe7f5,59381
notifications_off,0xe7f6,59382
notifications_paused,0xe7f8,59384
notifications_unread,0xf4fe,62718
numbers,0xeac7,60103
nutrition,0xe110,57616
ods,0xe6e8,59112
odt,0xe6e9,59113
offline_bolt,0xe932,59698
offline_pin,0xe90a,59658
offline_pin_off,0xf4d0,62672
offline_share,0xf2de,62174
oil_barrel,0xec15,60437
okonomiyaki,0xf281,62081
on_device_training,0xebfd,60413
on_hub_device,0xe6c3,59075
oncology,0xe114,57620
ondemand_video,0xe63a,58938
one_k,0xe95c,59740
one_k_plus,0xe95d,59741
one_x_mobiledata,0xefcd,61389
one_x_mobiledata_badge,0xf7f1,63473
onetwothree,0xeb8d,60301
online_prediction,0xf0eb,61675
onsen,0xf6f8,63224
opacity,0xe91c,59676
open_in_browser,0xe89d,59549
open_in_full,0xf1ce,61902
open_in_new,0xe89e,59550
open_in_new_down,0xf70f,63247
open_in_new_off,0xe4f6,58614
open_in_phone,0xf2d2,62162
open_jam,0xefae,61358
open_run,0xf4b7,62647
open_with,0xe89f,59551
ophthalmology,0xe115,57621
oral_disease,0xe116,57622
orbit,0xf426,62502
order_approve,0xf812,63506
order_play,0xf811,63505
orders,0xeb14,60180
orthopedics,0xf897,63639
other_admission,0xe47b,58491
other_houses,0xe58c,58764
outbound,0xe1ca,57802
outbox,0xef5f,61279
outbox_alt,0xeb17,60183
outdoor_garden,0xe205,57861
outdoor_grill,0xea47,59975
outgoing_mail,0xf0d2,61650
outlet,0xf1d4,61908
outlined_flag,0xf0c6,61638
outpatient,0xe118,57624
outpatient_med,0xe119,57625
output,0xebbe,60350
output_circle,0xf70e,63246
oven,0xe9c7,59847
oven_gen,0xe843,59459
overview,0xe4a7,58535
overview_key,0xf7d4,63444
owl,0xf3b4,62388
oxygen_saturation,0xe4de,58590
p2p,0xf52a,62762
pace,0xf6b8,63160
pacemaker,0xe656,58966
package,0xe48f,58511
package_2,0xf569,62825
padding,0xe9c8,59848
padel,0xf2a7,62119
page_control,0xe731,59185
page_footer,0xf383,62339
page_header,0xf384,62340
page_info,0xf614,62996
page_menu_ios,0xeefb,61179
pageless,0xf509,62729
pages,0xe7f9,59385
pageview,0xe8a0,59552
paid,0xf041,61505
palette,0xe40a,58378
pallet,0xf86a,63594
pan_tool,0xe925,59685
pan_tool_alt,0xebb9,60345
pan_zoom,0xf655,63061
panorama,0xe40b,58379
panorama_fish_eye,0xe40c,58380
panorama_horizontal,0xe40d,58381
panorama_photosphere,0xe9c9,59849
panorama_vertical,0xe40e,58382
panorama_wide_angle,0xe40f,58383
paragliding,0xe50f,58639
parent_child_dining,0xf22d,61997
park,0xea63,60003
parking_meter,0xf28a,62090
parking_sign,0xf289,62089
parking_valet,0xf288,62088
partly_cloudy_day,0xf172,61810
partly_cloudy_night,0xf174,61812
partner_exchange,0xf7f9,63481
partner_heart,0xef2e,61230
partner_reports,0xefaf,61359
party_mode,0xe7fa,59386
passkey,0xf87f,63615
password,0xf042,61506
password_2,0xf4a9,62633
password_2_off,0xf4a8,62632
patient_list,0xe653,58963
pattern,0xf043,61507
pause,0xe034,57396
pause_circle,0xe1a2,57762
pause_circle_filled,0xe1a2,57762
pause_circle_outline,0xe1a2,57762
pause_presentation,0xe0ea,57578
payment,0xe8a1,59553
payment_arrow_down,0xf2c0,62144
payment_card,0xf2a1,62113
payments,0xef63,61283
pedal_bike,0xeb29,60201
pediatrics,0xe11d,57629
pen_size_1,0xf755,63317
pen_size_2,0xf754,63316
pen_size_3,0xf753,63315
pen_size_4,0xf752,63314
pen_size_5,0xf751,63313
pending,0xef64,61284
pending_actions,0xf1bb,61883
pentagon,0xeb50,60240
people,0xea21,59937
people_alt,0xea21,59937
people_outline,0xea21,59937
percent,0xeb58,60248
percent_discount,0xf244,62020
performance_max,0xe51a,58650
pergola,0xe203,57859
perm_camera_mic,0xe8a2,59554
perm_contact_calendar,0xe8a3,59555
perm_data_setting,0xe8a4,59556
perm_device_information,0xf2dc,62172
perm_identity,0xf0d3,61651
perm_media,0xe8a7,59559
perm_phone_msg,0xe8a8,59560
perm_scan_wifi,0xe8a9,59561
person,0xf0d3,61651
person_2,0xf8e4,63716
person_3,0xf8e5,63717
person_4,0xf8e6,63718
person_add,0xea4d,59981
person_add_alt,0xea4d,59981
person_add_disabled,0xe9cb,59851
person_alert,0xf567,62823
person_apron,0xf5a3,62883
person_book,0xf5e8,62952
person_cancel,0xf566,62822
person_celebrate,0xf7fe,63486
person_check,0xf565,62821
person_edit,0xf4fa,62714
person_filled,0xf0d3,61651
person_heart,0xf290,62096
person_off,0xe510,58640
person_outline,0xf0d3,61651
person_pin,0xe55a,58714
person_pin_circle,0xe56a,58730
person_play,0xf7fd,63485
person_raised_hand,0xf59a,62874
person_remove,0xef66,61286
person_search,0xf106,61702
person_shield,0xe384,58244
personal_bag,0xeb0e,60174
personal_bag_off,0xeb0f,60175
personal_bag_question,0xeb10,60176
personal_injury,0xe6da,59098
personal_places,0xe703,59139
personal_video,0xe63b,58939
