name,codepoint_hex,codepoint_dec
contract_delete,0xf5a2,62882
contract_edit,0xf5a1,62881
contrast,0xeb37,60215
contrast_circle,0xf49f,62623
contrast_rtl_off,0xec72,60530
contrast_square,0xf4a0,62624
control_camera,0xe074,57460
control_point,0xe3ba,58298
control_point_duplicate,0xe3bb,58299
controller_gen,0xe83d,59453
conversation,0xef2f,61231
conversion_path,0xf0c1,61633
conversion_path_off,0xf7b4,63412
convert_to_text,0xf41f,62495
conveyor_belt,0xf867,63591
cookie,0xeaac,60076
cookie_off,0xf79a,63386
cooking,0xe2b6,58038
cool_to_dry,0xe276,57974
copy_all,0xe2ec,58092
copyright,0xe90c,59660
coronavirus,0xf221,61985
corporate_fare,0xf1d0,61904
cottage,0xe587,58759
counter_0,0xf785,63365
counter_1,0xf784,63364
counter_2,0xf783,63363
counter_3,0xf782,63362
counter_4,0xf781,63361
counter_5,0xf780,63360
counter_6,0xf77f,63359
counter_7,0xf77e,63358
counter_8,0xf77d,63357
counter_9,0xf77c,63356
countertops,0xf1f7,61943
create,0xf097,61591
create_new_folder,0xe2cc,58060
credit_card,0xe8a1,59553
credit_card_clock,0xf438,62520
credit_card_gear,0xf52d,62765
credit_card_heart,0xf52c,62764
credit_card_off,0xe4f4,58612
credit_score,0xeff1,61425
crib,0xe588,58760
crisis_alert,0xebe9,60393
crop,0xe3be,58302
crop_16_9,0xe3bc,58300
crop_3_2,0xe3bd,58301
crop_5_4,0xe3bf,58303
crop_7_5,0xe3c0,58304
crop_9_16,0xf549,62793
crop_din,0xe3c6,58310
crop_free,0xe3c2,58306
crop_landscape,0xe3c3,58307
crop_original,0xe3f4,58356
crop_portrait,0xe3c5,58309
crop_rotate,0xe437,58423
crop_square,0xe3c6,58310
crossword,0xf5e5,62949
crowdsource,0xeb18,60184
crown,0xecb3,60595
cruelty_free,0xe799,59289
css,0xeb93,60307
csv,0xe6cf,59087
currency_bitcoin,0xebc5,60357
currency_exchange,0xeb70,60272
currency_franc,0xeafa,60154
currency_lira,0xeaef,60143
currency_pound,0xeaf1,60145
currency_ruble,0xeaec,60140
currency_rupee,0xeaf7,60151
currency_rupee_circle,0xf460,62560
currency_yen,0xeafb,60155
currency_yuan,0xeaf9,60153
curtains,0xec1e,60446
curtains_closed,0xec1d,60445
custom_typography,0xe732,59186
cut,0xf08b,61579
cycle,0xf854,63572
cyclone,0xebd5,60373
dangerous,0xe99a,59802
dark_mode,0xe51c,58652
dashboard,0xe871,59505
dashboard_2,0xf3ea,62442
dashboard_customize,0xe99b,59803
data_alert,0xf7f6,63478
data_array,0xead1,60113
data_check,0xf7f2,63474
data_exploration,0xe76f,59247
data_info_alert,0xf7f5,63477
data_loss_prevention,0xe2dc,58076
data_object,0xead3,60115
data_saver_off,0xeff2,61426
data_saver_on,0xeff3,61427
data_table,0xe99c,59804
data_thresholding,0xeb9f,60319
data_usage,0xeff2,61426
database,0xf20e,61966
database_off,0xf414,62484
database_search,0xf38e,62350
database_upload,0xf3dc,62428
dataset,0xf8ee,63726
dataset_linked,0xf8ef,63727
date_range,0xe916,59670
deblur,0xeb77,60279
deceased,0xe0a5,57509
decimal_decrease,0xf82d,63533
decimal_increase,0xf82c,63532
deck,0xea42,59970
dehaze,0xe3c7,58311
delete,0xe92e,59694
delete_forever,0xe92b,59691
delete_history,0xf518,62744
delete_outline,0xe92e,59694
delete_sweep,0xe16c,57708
delivery_dining,0xeb28,60200
delivery_truck_bolt,0xf3a2,62370
delivery_truck_speed,0xf3a1,62369
demography,0xe489,58505
density_large,0xeba9,60329
density_medium,0xeb9e,60318
density_small,0xeba8,60328
dentistry,0xe0a6,57510
departure_board,0xe576,58742
deployed_code,0xf720,63264
deployed_code_account,0xf51b,62747
deployed_code_alert,0xf5f2,62962
deployed_code_history,0xf5f3,62963
deployed_code_update,0xf5f4,62964
dermatology,0xe0a7,57511
description,0xe873,59507
deselect,0xebb6,60342
design_services,0xf10a,61706
desk,0xf8f4,63732
deskphone,0xf7fa,63482
desktop_access_disabled,0xe99d,59805
desktop_cloud,0xf3db,62427
desktop_cloud_stack,0xf3be,62398
desktop_landscape,0xf45e,62558
desktop_landscape_add,0xf439,62521
desktop_mac,0xe30b,58123
desktop_portrait,0xf45d,62557
desktop_windows,0xe30c,58124
destruction,0xf585,62853
details,0xe3c8,58312
detection_and_zone,0xe29f,58015
detector,0xe282,57986
detector_alarm,0xe1f7,57847
detector_battery,0xe204,57860
detector_co,0xe2af,58031
detector_offline,0xe223,57891
detector_smoke,0xe285,57989
detector_status,0xe1e8,57832
developer_board,0xe30d,58125
developer_board_off,0xe4ff,58623
developer_guide,0xe99e,59806
developer_mode,0xf2e2,62178
developer_mode_tv,0xe874,59508
device_band,0xf2f5,62197
device_hub,0xe335,58165
device_reset,0xe8b3,59571
device_thermostat,0xe1ff,57855
device_unknown,0xf2e1,62177
devices,0xe326,58150
devices_fold,0xebde,60382
devices_fold_2,0xf406,62470
devices_off,0xf7a5,63397
devices_other,0xe337,58167
devices_wearables,0xf6ab,63147
dew_point,0xf879,63609
diagnosis,0xe0a8,57512
diagonal_line,0xf41e,62494
dialer_sip,0xe0bb,57531
dialogs,0xe99f,59807
dialpad,0xe0bc,57532
diamond,0xead5,60117
diamond_shine,0xf2b2,62130
dictionary,0xf539,62777
difference,0xeb7d,60285
digital_out_of_home,0xf1de,61918
digital_wellbeing,0xef86,61318
dine_heart,0xf29c,62108
dine_in,0xf295,62101
dine_lamp,0xf29b,62107
dining,0xeff4,61428
dinner_dining,0xea57,59991
directions,0xe52e,58670
directions_alt,0xf880,63616
directions_alt_off,0xf881,63617
directions_bike,0xe52f,58671
directions_boat,0xeff5,61429
directions_boat_filled,0xeff5,61429
directions_bus,0xeff6,61430
directions_bus_filled,0xeff6,61430
directions_car,0xeff7,61431
directions_car_filled,0xeff7,61431
directions_off,0xf10f,61711
directions_railway,0xeff8,61432
directions_railway_2,0xf462,62562
directions_railway_filled,0xeff8,61432
directions_run,0xe566,58726
directions_subway,0xeffa,61434
directions_subway_filled,0xeffa,61434
directions_transit,0xeffa,61434
directions_transit_filled,0xeffa,61434
directions_walk,0xe536,58678
directory_sync,0xe394,58260
dirty_lens,0xef4b,61259
disabled_by_default,0xf230,62000
disabled_visible,0xe76e,59246
disc_full,0xe610,58896
discover_tune,0xe018,57368
dishwasher,0xe9a0,59808
dishwasher_gen,0xe832,59442
display_external_input,0xf7e7,63463
display_settings,0xeb97,60311
distance,0xf6ea,63210
diversity_1,0xf8d7,63703
diversity_2,0xf8d8,63704
diversity_3,0xf8d9,63705
diversity_4,0xf857,63575
dns,0xe875,59509
do_disturb,0xf08c,61580
do_disturb_alt,0xf08d,61581
do_disturb_off,0xf08e,61582
do_disturb_on,0xf08f,61583
do_not_disturb,0xf08d,61581
do_not_disturb_alt,0xf08c,61580
do_not_disturb_off,0xf08e,61582
do_not_disturb_on,0xf08f,61583
do_not_disturb_on_total_silence,0xeffb,61435
do_not_step,0xf19f,61855
do_not_touch,0xf1b0,61872
dock,0xf2e0,62176
dock_to_bottom,0xf7e6,63462
dock_to_left,0xf7e5,63461
dock_to_right,0xf7e4,63460
docs,0xea7d,60029
docs_add_on,0xf0c2,61634
docs_apps_script,0xf0c3,61635
document_scanner,0xe5fa,58874
document_search,0xf385,62341
domain,0xe7ee,59374
domain_add,0xeb62,60258
domain_disabled,0xe0ef,57583
domain_verification,0xef4c,61260
domain_verification_off,0xf7b0,63408
domino_mask,0xf5e4,62948
done,0xe876,59510
done_all,0xe877,59511
done_outline,0xe92f,59695
donut_large,0xe917,59671
donut_small,0xe918,59672
door_back,0xeffc,61436
door_front,0xeffd,61437
door_open,0xe77c,59260
door_sensor,0xe28a,57994
door_sliding,0xeffe,61438
doorbell,0xefff,61439
doorbell_3p,0xe1e7,57831
doorbell_chime,0xe1f3,57843
double_arrow,0xea50,59984
downhill_skiing,0xe509,58633
download,0xf090,61584
download_2,0xf523,62755
download_done,0xf091,61585
download_for_offline,0xf000,61440
downloading,0xf001,61441
draft,0xe66d,58989
draft_orders,0xe7b3,59315
drafts,0xe151,57681
drag_click,0xf71f,63263
drag_handle,0xe25d,57949
drag_indicator,0xe945,59717
drag_pan,0xf71e,63262
draw,0xe746,59206
draw_abstract,0xf7f8,63480
draw_collage,0xf7f7,63479
drawing_recognition,0xeb00,60160
dresser,0xe210,57872
drive_eta,0xeff7,61431
drive_export,0xf41d,62493
drive_file_move,0xe9a1,59809
drive_file_move_outline,0xe9a1,59809
drive_file_move_rtl,0xe9a1,59809
drive_file_rename_outline,0xe9a2,59810
drive_folder_upload,0xe9a3,59811
drive_fusiontable,0xe678,59000
drone,0xf25a,62042
drone_2,0xf259,62041
dropdown,0xe9a4,59812
dropper_eye,0xf351,62289
dry,0xf1b3,61875
dry_cleaning,0xea58,59992
dual_screen,0xf6cf,63183
duo,0xe9a5,59813
dvr,0xe1b2,57778
dynamic_feed,0xea14,59924
dynamic_form,0xf1bf,61887
e911_avatar,0xf11a,61722
e911_emergency,0xf119,61721
e_mobiledata,0xf002,61442
e_mobiledata_badge,0xf7e3,63459
ear_sound,0xf356,62294
earbud_case,0xf327,62247
earbud_left,0xf326,62246
earbud_right,0xf325,62245
earbuds,0xf003,61443
earbuds_2,0xf324,62244
earbuds_battery,0xf004,61444
early_on,0xe2ba,58042
earthquake,0xf64f,63055
east,0xf1df,61919
ecg,0xf80f,63503
ecg_heart,0xf6e9,63209
eco,0xea35,59957
eda,0xf6e8,63208
edgesensor_high,0xf2ef,62191
edgesensor_low,0xf2ee,62190
edit,0xf097,61591
edit_arrow_down,0xf380,62336
edit_arrow_up,0xf37f,62335
edit_attributes,0xe578,58744
edit_audio,0xf42d,62509
edit_calendar,0xe742,59202
edit_document,0xf88c,63628
edit_location,0xe568,58728
edit_location_alt,0xe1c5,57797
edit_note,0xe745,59205
edit_notifications,0xe525,58661
edit_off,0xe950,59728
edit_road,0xef4d,61261
edit_square,0xf88d,63629
editor_choice,0xf528,62760
egg,0xeacc,60108
egg_alt,0xeac8,60104
eight_k,0xe974,59764
eight_k_plus,0xe975,59765
eight_mp,0xe976,59766
eighteen_mp,0xe95a,59738
eighteen_up_rating,0xf8fd,63741
eject,0xe8fb,59643
elderly,0xf21a,61978
elderly_woman,0xeb69,60265
electric_bike,0xeb1b,60187
electric_bolt,0xec1c,60444
electric_car,0xeb1c,60188
electric_meter,0xec1b,60443
electric_moped,0xeb1d,60189
electric_rickshaw,0xeb1e,60190
electric_scooter,0xeb1f,60191
electrical_services,0xf102,61698
elevation,0xf6e7,63207
elevator,0xf1a0,61856
eleven_mp,0xe953,59731
email,0xe159,57689
emergency,0xe1eb,57835
emergency_heat,0xf15d,61789
emergency_heat_2,0xf4e5,62693
emergency_home,0xe82a,59434
emergency_recording,0xebf4,60404
emergency_share,0xebf6,60406
emergency_share_off,0xf59e,62878
emoji_emotions,0xea22,59938
emoji_events,0xea23,59939
emoji_flags,0xf0c6,61638
emoji_food_beverage,0xea1b,59931
emoji_language,0xf4cd,62669
emoji_nature,0xea1c,59932
emoji_objects,0xea24,59940
emoji_people,0xea1d,59933
emoji_symbols,0xea1e,59934
emoji_transportation,0xea1f,59935
emoticon,0xe5f3,58867
empty_dashboard,0xf844,63556
enable,0xf188,61832
encrypted,0xe593,58771
encrypted_add,0xf429,62505
encrypted_add_circle,0xf42a,62506
encrypted_minus_circle,0xf428,62504
encrypted_off,0xf427,62503
endocrinology,0xe0a9,57513
energy,0xe9a6,59814
energy_program_saving,0xf15f,61791
energy_program_time_used,0xf161,61793
energy_savings_leaf,0xec1a,60442
engineering,0xea3d,59965
enhanced_encryption,0xe63f,58943
ent,0xe0aa,57514
enterprise,0xe70e,59150
enterprise_off,0xeb4d,60237
equal,0xf77b,63355
equalizer,0xe01d,57373
eraser_size_1,0xf3fc,62460
eraser_size_2,0xf3fb,62459
eraser_size_3,0xf3fa,62458
eraser_size_4,0xf3f9,62457
eraser_size_5,0xf3f8,62456
error,0xf8b6,63670
error_circle_rounded,0xf8b6,63670
error_med,0xe49b,58523
error_outline,0xf8b6,63670
escalator,0xf1a1,61857
escalator_warning,0xf1ac,61868
euro,0xea15,59925
euro_symbol,0xe926,59686
ev_charger,0xe56d,58733
ev_mobiledata_badge,0xf7e2,63458
ev_shadow,0xef8f,61327
ev_shadow_add,0xf580,62848
ev_shadow_minus,0xf57f,62847
ev_station,0xe56d,58733
event,0xe878,59512
event_available,0xe614,58900
event_busy,0xe615,58901
event_list,0xf683,63107
event_note,0xe616,58902
event_repeat,0xeb7b,60283
event_seat,0xe903,59651
event_upcoming,0xf238,62008
exclamation,0xf22f,61999
exercise,0xf6e6,63206
exit_to_app,0xe879,59513
expand,0xe94f,59727
expand_all,0xe946,59718
expand_circle_down,0xe7cd,59341
expand_circle_right,0xf591,62865
expand_circle_up,0xf5d2,62930
expand_content,0xf830,63536
expand_less,0xe5ce,58830
expand_more,0xe5cf,58831
expansion_panels,0xef90,61328
experiment,0xe686,59014
explicit,0xe01e,57374
explore,0xe87a,59514
explore_nearby,0xe538,58680
explore_off,0xe9a8,59816
explosion,0xf685,63109
export_notes,0xe0ac,57516
exposure,0xe3f6,58358
exposure_neg_1,0xe3cb,58315
exposure_neg_2,0xe3cc,58316
exposure_plus_1,0xe800,59392
exposure_plus_2,0xe3ce,58318
exposure_zero,0xe3cf,58319
extension,0xe87b,59515
extension_off,0xe4f5,58613
eye_tracking,0xf4c9,62665
eyeglasses,0xf6ee,63214
eyeglasses_2,0xf2c7,62151
eyeglasses_2_sound,0xf265,62053
face,0xf008,61448
face_2,0xf8da,63706
face_3,0xf8db,63707
face_4,0xf8dc,63708
face_5,0xf8dd,63709
face_6,0xf8de,63710
face_down,0xf402,62466
face_left,0xf401,62465
face_nod,0xf400,62464
face_retouching_natural,0xef4e,61262
face_retouching_off,0xf007,61447
face_right,0xf3ff,62463
face_shake,0xf3fe,62462
face_unlock,0xf008,61448
face_up,0xf3fd,62461
fact_check,0xf0c5,61637
factory,0xebbc,60348
falling,0xf60d,62989
familiar_face_and_zone,0xe21c,57884
family_group,0xeef2,61170
family_history,0xe0ad,57517
family_home,0xeb26,60198
family_link,0xeb19,60185
family_restroom,0xf1a2,61858
family_star,0xf527,62759
fan_focus,0xf334,62260
fan_indirect,0xf333,62259
farsight_digital,0xf559,62809
fast_forward,0xe01f,57375
fast_rewind,0xe020,57376
fastfood,0xe57a,58746
faucet,0xe278,57976
favorite,0xe87e,59518
favorite_border,0xe87e,59518
fax,0xead8,60120
feature_search,0xe9a9,59817
featured_play_list,0xe06d,57453
featured_seasonal_and_gifts,0xef91,61329
featured_video,0xe06e,57454
feed,0xf009,61449
feedback,0xe87f,59519
female,0xe590,58768
femur,0xf891,63633
femur_alt,0xf892,63634
fence,0xf1f6,61942
fertile,0xf6e5,63205
festival,0xea68,60008
fiber_dvr,0xe05d,57437
fiber_manual_record,0xe061,57441
fiber_new,0xe05e,57438
fiber_pin,0xe06a,57450
fiber_smart_record,0xe062,57442
fifteen_mp,0xe957,59735
file_copy,0xe173,57715
file_copy_off,0xf4d8,62680
file_download,0xf090,61584
file_download_done,0xf091,61585
file_download_off,0xe4fe,58622
file_export,0xf3b2,62386
file_json,0xf3bb,62395
file_map,0xe2c5,58053
file_map_stack,0xf3e2,62434
file_open,0xeaf3,60147
file_png,0xf3bc,62396
file_present,0xea0e,59918
file_save,0xf17f,61823
file_save_off,0xe505,58629
file_upload,0xf09b,61595
file_upload_off,0xf886,63622
files,0xea85,60037
filter,0xe3d3,58323
filter_1,0xe3d0,58320
filter_2,0xe3d1,58321
filter_3,0xe3d2,58322
filter_4,0xe3d4,58324
filter_5,0xe3d5,58325
filter_6,0xe3d6,58326
filter_7,0xe3d7,58327
filter_8,0xe3d8,58328
filter_9,0xe3d9,58329
filter_9_plus,0xe3da,58330
filter_alt,0xef4f,61263
filter_alt_off,0xeb32,60210
filter_arrow_right,0xf3d1,62417
filter_b_and_w,0xe3db,58331
filter_center_focus,0xe3dc,58332
filter_drama,0xe3dd,58333
filter_frames,0xe3de,58334
filter_hdr,0xe3df,58335
filter_list,0xe152,57682
filter_list_alt,0xe94e,59726
filter_list_off,0xeb57,60247
filter_none,0xe3e0,58336
filter_retrolux,0xe3e1,58337
filter_tilt_shift,0xe3e2,58338
filter_vintage,0xe3e3,58339
finance,0xe6bf,59071
finance_chip,0xf84e,63566
finance_mode,0xef92,61330
find_in_page,0xe880,59520
find_replace,0xe881,59521
fingerprint,0xe90d,59661
fingerprint_off,0xf49d,62621
fire_extinguisher,0xf1d8,61912
fire_hydrant,0xf1a3,61859
fire_truck,0xf8f2,63730
fireplace,0xea43,59971
first_page,0xe5dc,58844
fit_page,0xf77a,63354
fit_page_height,0xf397,62359
fit_page_width,0xf396,62358
fit_screen,0xea10,59920
fit_width,0xf779,63353
fitness_center,0xeb43,60227
fitness_tracker,0xf463,62563
fitness_trackers,0xeef1,61169
five_0mp,0xf6f3,63219
five_g,0xef38,61240
five_g_mobiledata_badge,0xf7ee,63470
five_k,0xe96b,59755
five_k_plus,0xe96c,59756
five_mp,0xe96d,59757
flag,0xf0c6,61638
flag_2,0xf40f,62479
flag_check,0xf3d8,62424
flag_circle,0xeaf8,60152
flag_filled,0xf0c6,61638
flaky,0xef50,61264
flare,0xe3e4,58340
flash_auto,0xe3e5,58341
flash_off,0xe3e6,58342
flash_on,0xe3e7,58343
flashlight_off,0xf00a,61450
flashlight_on,0xf00b,61451
flatware,0xf00c,61452
flex_direction,0xf778,63352
flex_no_wrap,0xf777,63351
flex_wrap,0xf776,63350
flight,0xe539,58681
flight_class,0xe7cb,59339
flight_land,0xe904,59652
flight_takeoff,0xe905,59653
flights_and_hotels,0xe9ab,59819
flightsmode,0xef93,61331
flip,0xe3e8,58344
flip_camera_android,0xea37,59959
flip_camera_ios,0xea38,59960
flip_to_back,0xe882,59522
flip_to_front,0xe883,59523
float_landscape_2,0xf45c,62556
float_portrait_2,0xf45b,62555
flood,0xebe6,60390
floor,0xf6e4,63204
floor_lamp,0xe21e,57886
flourescent,0xf07d,61565
flowchart,0xf38d,62349
flowsheet,0xe0ae,57518
fluid,0xe483,58499
fluid_balance,0xf80d,63501
fluid_med,0xf80c,63500
fluorescent,0xf07d,61565
flutter,0xf1dd,61917
flutter_dash,0xe00b,57355
flyover,0xf478,62584
fmd_bad,0xf00e,61454
fmd_good,0xf1db,61915
foggy,0xe818,59416
folded_hands,0xf5ed,62957
folder,0xe2c7,58055
folder_check,0xf3d7,62423
folder_check_2,0xf3d6,62422
folder_code,0xf3c8,62408
folder_copy,0xebbd,60349
folder_data,0xf586,62854
folder_delete,0xeb34,60212
folder_eye,0xf3d5,62421
folder_info,0xf395,62357
folder_limited,0xf4e4,62692
folder_managed,0xf775,63349
folder_match,0xf3d4,62420
folder_off,0xeb83,60291
folder_open,0xe2c8,58056
folder_shared,0xe2c9,58057
folder_special,0xe617,58903
folder_supervised,0xf774,63348
folder_zip,0xeb2c,60204
follow_the_signs,0xf222,61986
font_download,0xe167,57703
font_download_off,0xe4f9,58617
food_bank,0xf1f2,61938
foot_bones,0xf893,63635
footprint,0xf87d,63613
for_you,0xe9ac,59820
forest,0xea99,60057
fork_left,0xeba0,60320
fork_right,0xebac,60332
fork_spoon,0xf3e4,62436
forklift,0xf868,63592
format_align_center,0xe234,57908
format_align_justify,0xe235,57909
format_align_left,0xe236,57910
format_align_right,0xe237,57911
format_bold,0xe238,57912
format_clear,0xe239,57913
format_color_fill,0xe23a,57914
format_color_reset,0xe23b,57915
format_color_text,0xe23c,57916
format_h1,0xf85d,63581
format_h2,0xf85e,63582
format_h3,0xf85f,63583
format_h4,0xf860,63584
format_h5,0xf861,63585
format_h6,0xf862,63586
format_image_left,0xf863,63587
format_image_right,0xf864,63588
format_indent_decrease,0xe23d,57917
format_indent_increase,0xe23e,57918
format_ink_highlighter,0xf82b,63531
format_italic,0xe23f,57919
format_letter_spacing,0xf773,63347
format_letter_spacing_2,0xf618,63000
format_letter_spacing_standard,0xf617,62999
format_letter_spacing_wide,0xf616,62998
format_letter_spacing_wider,0xf615,62997
format_line_spacing,0xe240,57920
format_list_bulleted,0xe241,57921
format_list_bulleted_add,0xf849,63561
format_list_numbered,0xe242,57922
format_list_numbered_rtl,0xe267,57959
format_overline,0xeb65,60261
format_paint,0xe243,57923
format_paragraph,0xf865,63589
format_quote,0xe244,57924
format_quote_off,0xf413,62483
format_shapes,0xe25e,57950
format_size,0xe245,57925
format_strikethrough,0xe246,57926
format_text_clip,0xf82a,63530
format_text_overflow,0xf829,63529
format_text_wrap,0xf828,63528
format_textdirection_l_to_r,0xe247,57927
format_textdirection_r_to_l,0xe248,57928
format_textdirection_vertical,0xf4b8,62648
format_underlined,0xe249,57929
format_underlined_squiggle,0xf885,63621
forms_add_on,0xf0c7,61639
forms_apps_script,0xf0c8,61640
fort,0xeaad,60077
forum,0xe8af,59567
forward,0xf57a,62842
forward_10,0xe056,57430
forward_30,0xe057,57431
forward_5,0xe058,57432
forward_circle,0xf6f5,63221
forward_media,0xf6f4,63220
forward_to_inbox,0xf187,61831
foundation,0xf200,61952
four_g_mobiledata,0xefd2,61394
four_g_mobiledata_badge,0xf7ef,63471
four_g_plus_mobiledata,0xefd3,61395
four_k,0xe072,57458
four_k_plus,0xe969,59753
four_mp,0xe96a,59754
fourteen_mp,0xe956,59734
fragrance,0xf345,62277
frame_bug,0xeeef,61167
frame_exclamation,0xeeee,61166
frame_inspect,0xf772,63346
frame_person,0xf8a6,63654
frame_person_mic,0xf4d5,62677
frame_person_off,0xf7d1,63441
frame_reload,0xf771,63345
frame_source,0xf770,63344
free_breakfast,0xeb44,60228
free_cancellation,0xe748,59208
front_hand,0xe769,59241
front_loader,0xf869,63593
full_coverage,0xeb12,60178
full_hd,0xf58b,62859
full_stacked_bar_chart,0xf212,61970
fullscreen,0xe5d0,58832
fullscreen_exit,0xe5d1,58833
fullscreen_portrait,0xf45a,62554
function,0xf866,63590
functions,0xe24a,57930
funicular,0xf477,62583
g_mobiledata,0xf010,61456
g_mobiledata_badge,0xf7e1,63457
g_translate,0xe927,59687
gallery_thumbnail,0xf86f,63599
gamepad,0xe30f,58127
games,0xe30f,58127
garage,0xf011,61457
garage_check,0xf28d,62093
garage_door,0xe714,59156
garage_home,0xe82d,59437
garage_money,0xf28c,62092
garden_cart,0xf8a9,63657
gas_meter,0xec19,60441
gastroenterology,0xe0f1,57585
gate,0xe277,57975
gavel,0xe90e,59662
general_device,0xe6de,59102
generating_tokens,0xe749,59209
genetics,0xe0f3,57587
genres,0xe6ee,59118
gesture,0xe155,57685
gesture_select,0xf657,63063
get_app,0xf090,61584
gif,0xe908,59656
gif_2,0xf40e,62478
gif_box,0xe7a3,59299
girl,0xeb68,60264
gite,0xe58b,58763
glass_cup,0xf6e3,63203
globe,0xe64c,58956
globe_asia,0xf799,63385
globe_book,0xf3c9,62409
globe_location_pin,0xf35d,62301
globe_uk,0xf798,63384
glucose,0xe4a0,58528
glyphs,0xf8a3,63651
go_to_line,0xf71d,63261
golf_course,0xeb45,60229
gondola_lift,0xf476,62582
google_home_devices,0xe715,59157
google_plus_reshare,0xf57a,62842
google_tv_remote,0xf5db,62939
google_wifi,0xf579,62841
gpp_bad,0xf012,61458
gpp_good,0xf013,61459
gpp_maybe,0xf014,61460
gps_fixed,0xe55c,58716
gps_not_fixed,0xe1b7,57783
gps_off,0xe1b6,57782
grade,0xf09a,61594
gradient,0xe3e9,58345
grading,0xea4f,59983
grain,0xe3ea,58346
graph_1,0xf3a0,62368
graph_2,0xf39f,62367
graph_3,0xf39e,62366
graph_4,0xf39d,62365
graph_5,0xf39c,62364
graph_6,0xf39b,62363
graph_7,0xf346,62278
graphic_eq,0xe1b8,57784
grass,0xf205,61957
grid_3x3,0xf015,61461
grid_3x3_off,0xf67c,63100
grid_4x4,0xf016,61462
grid_goldenratio,0xf017,61463
grid_guides,0xf76f,63343
grid_off,0xe3eb,58347
grid_on,0xe3ec,58348
grid_view,0xe9b0,59824
grocery,0xef97,61335
group,0xea21,59937
group_add,0xe7f0,59376
group_off,0xe747,59207
group_remove,0xe7ad,59309
group_search,0xf3ce,62414
group_work,0xe886,59526
grouped_bar_chart,0xf211,61969
groups,0xf233,62003
groups_2,0xf8df,63711
groups_3,0xf8e0,63712
guardian,0xf4c1,62657
gynecology,0xe0f4,57588
h_mobiledata,0xf018,61464
h_mobiledata_badge,0xf7e0,63456
h_plus_mobiledata,0xf019,61465
h_plus_mobiledata_badge,0xf7df,63455
hail,0xe9b1,59825
hallway,0xe6f8,59128
hanami_dango,0xf23f,62015
hand_bones,0xf894,63636
hand_gesture,0xef9c,61340
hand_gesture_off,0xf3f3,62451
hand_meal,0xf294,62100
hand_package,0xf293,62099
handheld_controller,0xf4c6,62662
handshake,0xebcb,60363
handwriting_recognition,0xeb02,60162
handyman,0xf10b,61707
hangout_video,0xe0c1,57537
hangout_video_off,0xe0c2,57538
hard_disk,0xf3da,62426
hard_drive,0xf80e,63502
hard_drive_2,0xf7a4,63396
hardware,0xea59,59993
hd,0xe052,57426
hdr_auto,0xf01a,61466
hdr_auto_select,0xf01b,61467
hdr_enhanced_select,0xef51,61265
hdr_off,0xe3ed,58349
hdr_off_select,0xf01c,61468
hdr_on,0xe3ee,58350
hdr_on_select,0xf01d,61469
hdr_plus,0xf01e,61470
hdr_plus_off,0xe3ef,58351
hdr_strong,0xe3f1,58353
hdr_weak,0xe3f2,58354
head_mounted_device,0xf4c5,62661
headphones,0xf01f,61471
headphones_battery,0xf020,61472
headset,0xf01f,61471
headset_mic,0xe311,58129
headset_off,0xe33a,58170
healing,0xe3f3,58355
health_and_beauty,0xef9d,61341
health_and_safety,0xe1d5,57813
health_cross,0xf2c3,62147
health_metrics,0xf6e2,63202
heap_snapshot_large,0xf76e,63342
heap_snapshot_multiple,0xf76d,63341
heap_snapshot_thumbnail,0xf76c,63340
hearing,0xe023,57379
hearing_aid,0xf464,62564
hearing_aid_disabled,0xf3b0,62384
hearing_aid_disabled_left,0xf2ec,62188
hearing_aid_left,0xf2ed,62189
hearing_disabled,0xf104,61700
heart_broken,0xeac2,60098
heart_check,0xf60a,62986
heart_minus,0xf883,63619
heart_plus,0xf884,63620
heart_smile,0xf292,62098
heat,0xf537,62775
heat_pump,0xec18,60440
heat_pump_balance,0xe27e,57982
height,0xea16,59926
helicopter,0xf60c,62988
help,0xe8fd,59645
help_center,0xf1c0,61888
help_clinic,0xf810,63504
help_outline,0xe8fd,59645
hematology,0xe0f6,57590
hevc,0xf021,61473
hexagon,0xeb39,60217
hide,0xef9e,61342
hide_image,0xf022,61474
hide_source,0xf023,61475
high_chair,0xf29a,62106
high_density,0xf79c,63388
high_quality,0xe024,57380
high_res,0xf54b,62795
highlight,0xe25f,57951
highlight_alt,0xef52,61266
highlight_keyboard_focus,0xf510,62736
highlight_mouse_cursor,0xf511,62737
highlight_off,0xe888,59528
highlight_text_cursor,0xf512,62738
highlighter_size_1,0xf76b,63339
highlighter_size_2,0xf76a,63338
highlighter_size_3,0xf769,63337
highlighter_size_4,0xf768,63336
highlighter_size_5,0xf767,63335
hiking,0xe50a,58634
history,0xe8b3,59571
history_2,0xf3e6,62438
history_edu,0xea3e,59966
history_off,0xf4da,62682
history_toggle_off,0xf17d,61821
hive,0xeaa6,60070
hls,0xeb8a,60298
hls_off,0xeb8c,60300
holiday_village,0xe58a,58762
home,0xe9b2,59826
home_and_garden,0xef9f,61343
home_app_logo,0xe295,58005
home_filled,0xe9b2,59826
home_health,0xe4b9,58553
home_improvement_and_tools,0xefa0,61344
home_iot_device,0xe283,57987
home_max,0xf024,61476
home_max_dots,0xe849,59465
home_mini,0xf025,61477
home_pin,0xf14d,61773
